Year,Brand,Model,Mileage,Engine Size,Fuel Type,Transmission,Price
2022,5,10,163804,3.8,3,1,38205.88
2014,1,18,34877,5.5,3,2,23684.25
2008,5,3,165912,1.5,3,2,18939.24
2016,1,18,211991,1.1,2,2,9842.29
2004,4,4,20535,2.1,2,2,7410.07
2002,5,5,69530,4.4,4,2,17781.33
2004,2,1,265147,4.0,2,1,5207.49
2017,2,19,236014,2.9,3,1,22635.47
2018,1,9,261908,5.3,2,1,12341.93
2017,1,7,277001,1.7,2,1,5000.0
2007,3,16,138132,2.5,3,1,11370.07
2006,3,11,71273,5.9,3,2,20767.37
2008,4,4,134175,5.8,1,1,14378.76
2015,5,10,193398,5.1,2,1,20127.97
2003,1,7,229290,2.7,2,1,5000.0
2000,1,18,120959,2.8,3,2,5187.72
2010,3,16,219742,2.0,4,1,5000.0
2006,5,5,55578,3.1,2,2,14425.26
2006,5,5,157056,5.6,4,1,22632.8
2018,1,17,50176,3.5,4,1,27139.39
2013,2,1,247449,1.7,3,2,22810.03
2006,2,19,264679,5.2,4,2,16819.73
2003,4,8,295115,4.4,3,2,5739.48
2022,5,14,206144,4.1,3,1,28170.9
2003,4,8,116456,3.0,3,1,9472.88
2005,1,9,193224,5.9,2,1,8459.02
2023,1,17,90064,2.6,4,1,22138.43
2018,1,7,251313,3.3,4,2,14042.28
2008,2,1,9322,5.6,1,1,30362.91
2013,3,13,139173,5.5,2,1,17450.51
2008,5,14,214305,1.1,1,1,5000.0
2016,4,8,192174,5.1,1,1,9313.62
2013,4,6,47126,2.1,2,1,10958.45
2000,2,2,196424,1.6,4,2,5000.0
2023,2,19,248761,1.2,1,1,18265.05
2021,1,7,34976,1.5,1,1,22675.54
2016,5,10,209670,4.2,1,1,22318.55
2012,1,18,80358,4.0,1,1,13713.23
2011,3,16,231470,2.1,3,1,5000.0
2013,4,15,236353,5.3,1,1,10676.23
2003,2,19,43295,4.5,1,1,13169.54
2013,4,4,21507,4.7,2,2,21162.43
2006,3,12,237230,3.3,3,2,5932.69
2023,1,7,51018,4.6,1,1,25326.29
2000,1,18,141100,5.3,2,1,5000.0
2006,3,16,163646,3.1,1,1,5000.0
2017,1,18,296643,1.8,1,1,5000.0
2019,1,9,20348,4.2,2,1,21903.28
2010,4,4,63696,2.0,2,1,11178.93
2021,4,15,10205,2.2,3,2,27443.38
2001,3,11,7476,1.1,2,2,5000.0
2003,2,20,107004,1.8,3,2,18861.18
2022,5,3,264445,1.9,4,2,24820.32
2017,4,6,80609,2.6,4,2,15437.66
2006,1,17,226361,3.4,1,2,5000.0
2000,1,7,226268,2.7,3,1,5000.0
2007,4,6,82228,3.1,4,2,6422.77
2002,4,6,29315,5.4,1,2,11500.28
2017,5,5,289466,1.6,4,1,16056.7
2009,5,10,248362,4.9,2,1,9248.64
2003,1,18,38284,2.6,4,2,7926.53
2015,1,7,43702,5.6,4,1,28974.06
2009,2,20,15474,2.0,1,2,20955.92
2017,5,5,84860,3.8,3,1,31865.27
2013,1,17,53843,2.0,1,2,16283.7
2013,5,14,121853,5.4,3,2,35713.26
2023,5,10,128470,3.4,4,2,32005.31
2021,4,15,751,1.0,4,1,20403.84
2021,3,11,243083,2.1,2,1,14942.85
2023,2,1,131233,4.3,1,1,34052.42
2010,2,20,12400,5.4,1,1,31156.52
2001,2,2,242813,4.6,2,1,5000.0
2006,5,10,243366,4.0,4,2,9410.81
2019,3,16,29796,5.6,4,2,29504.71
2008,1,17,9559,1.6,2,2,7407.67
2022,2,2,247994,2.9,3,1,27702.34
2013,5,3,18923,4.4,2,2,25774.4
2003,4,8,140589,4.7,1,1,5000.0
2000,4,6,39973,1.2,3,1,5000.0
2014,1,7,50311,1.2,1,1,6686.3
2022,2,19,210503,2.2,4,2,29696.98
2006,3,11,2549,5.2,3,1,17822.42
2004,4,4,134145,1.4,2,2,5000.0
2020,1,18,290523,3.8,2,1,7473.36
2021,4,4,245112,5.1,1,1,19363.77
2004,5,14,212613,4.5,2,2,15941.42
2011,3,11,6519,4.0,4,2,19587.07
2016,2,20,196851,4.9,2,2,20249.37
2021,4,15,36752,3.2,3,1,28208.05
2021,1,9,288775,3.8,1,2,16313.49
2013,3,12,243891,2.0,4,2,11121.39
2014,3,13,43779,1.6,2,2,18157.8
2009,4,6,105613,6.0,1,2,17440.6
2000,1,7,297150,2.5,1,2,5000.0
2003,2,20,83205,4.1,1,1,15958.01
2021,5,3,89449,5.5,3,2,45594.19
2014,4,6,227118,4.4,3,2,11253.07
2008,4,15,136036,4.6,4,2,15871.66
2009,4,4,130135,5.0,4,2,18716.97
2014,1,9,122245,3.2,2,2,11633.56
2019,2,1,130831,5.8,4,2,33353.66
2002,1,7,16637,4.9,1,1,5000.0
2022,1,18,38962,2.0,3,2,27864.58
2014,2,2,22981,2.7,2,1,21054.65
2009,1,7,48331,3.4,1,2,11787.6
2013,5,3,126382,4.5,4,2,25095.24
2012,4,15,148074,2.6,1,1,5000.0
2013,3,12,7683,6.0,3,2,31080.63
2005,2,1,142063,5.3,2,1,12128.88
2017,2,19,122171,3.2,3,1,32263.17
2000,4,6,299918,4.7,4,2,5000.0
2004,4,15,84879,3.7,3,2,7248.69
2012,4,4,291127,3.8,4,2,11705.11
2001,2,20,236835,2.2,3,1,6166.4
2001,5,5,28471,2.2,3,1,18430.05
2017,1,18,201539,5.5,2,1,19582.9
2007,2,1,129062,1.4,4,1,15226.95
2012,2,20,272015,2.6,3,2,22576.67
2003,1,9,161517,4.5,1,2,5000.0
2014,5,5,182850,5.8,1,2,25182.22
2007,4,6,183097,2.3,1,1,5000.0
2002,2,1,265364,4.4,2,2,5947.63
2022,3,12,150072,3.5,3,2,27993.21
2003,4,4,4295,5.5,1,2,16661.19
2003,4,6,202513,2.4,3,1,5000.0
2009,1,9,218398,5.5,2,2,8124.96
2015,1,17,29854,3.2,1,2,22375.04
2015,1,7,200697,2.9,1,1,6150.59
2000,1,17,73821,5.8,2,1,6369.73
2016,2,1,210302,5.6,4,2,28726.86
2022,5,5,58297,2.5,2,2,29899.41
2002,5,5,186697,4.1,1,1,10932.47
2011,5,14,279009,1.7,3,2,13806.89
2008,5,14,275104,5.6,1,1,15841.75
2003,5,3,240441,5.9,2,1,7635.18
2003,4,6,293450,2.3,4,1,5000.0
2001,3,11,164418,4.8,4,2,5000.0
2006,2,2,5334,1.7,4,2,16642.79
2012,1,18,271864,1.3,2,2,5000.0
2007,4,15,164226,1.4,2,2,5000.0
2019,3,11,26292,3.5,2,2,25903.06
2006,5,5,185724,5.1,4,1,12663.55
2018,3,12,219404,5.9,2,1,11714.87
2003,3,13,214262,2.5,4,1,5000.0
2016,1,18,123817,5.2,2,1,17078.27
2021,4,8,17707,5.8,1,2,29025.04
2004,4,15,160200,4.2,4,1,8180.11
2020,1,9,222653,5.0,4,2,24501.11
2017,1,18,66288,3.1,2,2,16357.52
2016,1,7,155934,2.9,1,2,16445.56
2017,1,18,87704,5.9,4,1,19500.62
2010,1,9,86086,3.7,4,1,14162.63
2006,4,6,281081,4.1,2,2,5000.0
2002,2,19,297446,3.3,4,2,5401.08
2011,4,15,298488,6.0,4,2,7293.08
2001,3,16,135775,1.2,4,2,5000.0
2022,1,7,21793,4.4,4,1,33868.88
2021,1,7,2585,2.8,2,2,21055.5
2013,1,18,239787,1.3,4,2,6201.75
2023,5,5,174119,5.8,2,2,36768.92
2021,2,2,43891,2.9,2,1,28612.72
2014,1,7,68921,3.3,4,1,19539.65
2003,1,17,96088,1.1,2,2,5000.0
2008,3,13,12814,2.1,1,1,5000.0
2019,1,18,205761,5.3,1,1,20374.15
2001,1,17,259987,5.4,4,1,5000.0
2016,2,19,1486,1.7,3,2,38220.38
2004,2,19,251420,1.0,2,2,5000.0
2000,3,13,222990,1.3,1,2,5000.0
2023,1,9,264647,1.9,2,1,6740.8
2005,5,14,20269,4.7,2,2,20090.36
2021,2,1,257058,5.1,4,1,26082.96
2016,2,2,140963,5.2,4,2,33438.24
2013,5,5,186823,2.5,1,2,18150.29
2007,2,1,172690,2.8,4,2,14181.71
2015,2,20,36533,5.6,4,2,41076.86
2016,1,17,99289,1.8,2,1,15204.49
2021,1,18,36392,5.8,4,2,32687.69
2013,3,13,189600,4.9,2,1,7645.93
2016,2,20,252296,1.1,2,1,15939.72
2012,3,12,285097,4.4,3,2,10459.71
2019,5,14,113453,2.8,3,1,32053.08
2021,4,6,62209,1.6,2,1,19501.9
2004,4,4,66534,3.8,4,2,6557.38
2001,4,4,272341,1.4,4,2,5000.0
2002,1,18,135083,5.2,3,2,10135.02
2003,2,20,78853,2.7,3,1,15427.42
2005,4,15,61842,2.8,4,2,12383.29
2021,2,19,183909,2.6,4,2,28077.08
2012,3,11,251358,1.0,2,2,5000.0
2016,3,11,118965,4.7,1,1,18912.54
2003,3,16,254237,4.7,1,1,5000.0
2009,4,4,247237,2.1,4,1,5000.0
2021,1,9,236293,2.2,3,2,15665.37
2022,3,11,229815,5.6,4,2,21421.91
2013,1,9,26904,4.5,3,2,29166.6
2002,5,5,126519,2.0,1,1,11276.12
2006,4,4,103986,2.1,1,1,5000.0
2022,4,8,98375,4.6,1,2,30011.33
2001,4,6,249992,1.7,4,2,5000.0
2009,5,3,192648,3.9,1,2,14449.17
2008,1,9,9747,2.8,4,1,17775.81
2004,2,2,124043,2.3,1,1,5000.0
2006,4,15,1976,4.4,3,2,20851.34
2022,1,7,157261,3.1,2,2,23290.3
2009,2,19,148367,1.1,4,2,11278.67
2006,2,1,245086,5.0,2,2,7954.65
2020,5,14,299051,5.5,4,2,25857.71
2021,3,12,147459,1.4,2,1,9963.98
2004,4,15,186161,2.7,2,2,5000.0
2000,1,9,256740,5.2,4,1,5000.0
2012,4,4,137753,2.5,1,2,5000.0
2014,5,10,288688,4.1,2,1,11654.0
2000,4,4,267180,1.4,2,2,5000.0
2008,4,6,184197,3.3,1,2,7238.06
2008,2,19,212106,4.3,1,2,13699.65
2009,1,7,191211,2.1,4,1,5548.46
2012,5,14,269927,1.8,1,1,10792.2
2017,1,7,17821,1.8,2,2,23060.83
2014,1,17,77490,4.6,1,2,18636.71
2001,5,10,113686,3.5,2,1,6160.89
2009,4,15,240326,1.4,3,1,5000.0
2007,1,7,274433,1.3,3,2,5000.0
2002,5,5,162739,3.6,2,1,5280.19
2019,3,16,281926,1.3,4,1,5000.0
2008,3,16,185162,5.4,4,1,9813.08
2020,3,11,49657,4.8,4,2,26020.77
2008,2,19,5368,1.4,3,1,23954.93
2017,3,13,297904,5.8,3,1,13740.12
2017,1,7,132710,5.0,3,2,20580.4
2021,4,8,6046,4.8,2,2,28580.03
2011,1,17,251853,3.6,2,1,5000.0
2010,3,13,292139,1.2,3,1,5000.0
2012,2,2,239280,5.0,3,1,26728.68
2012,1,17,166533,1.9,3,1,11258.02
2002,4,6,157722,2.5,3,2,5000.0
2001,1,17,236413,5.8,2,2,5000.0
2023,2,19,283818,2.6,2,1,21275.1
2012,2,2,72617,5.3,2,1,21628.61
2020,5,10,106128,1.1,1,1,20081.22
2008,5,3,30768,2.2,4,1,22713.11
2004,3,16,261735,5.5,4,2,5000.0
2000,3,11,110365,4.0,3,2,8641.11
2012,5,14,277543,5.9,2,1,14666.14
2011,5,10,24631,1.7,1,1,20243.06
2004,2,19,221745,3.2,2,1,5000.0
2015,3,11,128525,1.9,3,1,16333.03
2015,1,18,158528,1.0,2,2,10638.47
2022,3,16,286831,3.7,3,1,18104.42
2011,2,19,211869,1.1,2,1,5000.0
2015,5,5,99719,6.0,2,1,26805.4
2019,4,6,267960,2.0,2,2,6639.95
2011,3,11,6367,1.9,2,2,11808.54
2007,5,14,166927,1.9,2,1,8130.36
2001,4,4,143110,2.4,4,2,5000.0
2000,1,7,63370,1.2,3,1,5620.9
2020,3,12,5448,3.5,2,1,24708.52
2000,2,20,37811,3.4,4,2,20714.31
2016,4,8,120841,2.2,4,2,18740.3
2021,5,5,197249,4.9,1,1,26284.86
2003,1,9,246006,5.9,2,2,5000.0
2006,2,1,84940,3.4,4,1,22432.62
2017,2,19,235423,2.0,4,1,19211.88
2011,5,14,115530,5.6,1,1,23257.94
2004,2,20,269434,1.6,4,2,6693.03
2016,4,8,19386,2.1,2,2,19110.78
2017,4,4,128909,2.7,2,1,16642.84
2005,5,3,281925,2.2,3,1,7157.29
2008,5,14,208097,4.0,3,1,17216.21
2018,1,9,45713,5.3,2,1,19648.84
2018,1,7,84742,2.9,4,1,15155.35
2001,2,2,191139,1.2,3,1,5000.0
2023,4,6,25191,3.3,3,1,32157.15
2010,2,1,211128,3.8,2,2,18678.81
2012,2,20,205087,5.4,3,2,30833.93
2015,4,4,256125,2.6,1,2,8905.9
2004,4,4,63187,3.0,1,2,9119.79
2021,3,11,129577,1.7,2,1,13197.49
2022,3,16,243528,4.5,2,2,20648.73
2021,1,9,220950,1.9,1,2,10375.71
2007,3,12,238684,4.8,2,1,5000.0
2014,4,4,210487,1.3,2,1,5000.0
2008,3,16,290776,5.8,3,2,5000.0
2002,5,5,45857,5.2,4,1,22455.63
2017,3,11,124225,4.3,1,2,21320.55
2002,3,16,166848,2.3,2,1,5000.0
2003,1,17,49480,2.9,1,2,5000.0
2005,2,20,229821,2.5,3,1,6692.59
2001,2,20,176579,2.3,2,2,5000.0
2018,2,20,137038,3.3,2,1,29179.11
2019,2,1,114923,1.7,3,1,28419.85
2022,3,11,195819,3.7,4,2,26299.55
2021,5,10,197651,2.9,1,2,26782.14
2003,3,16,218507,5.5,4,2,5000.0
2012,2,19,291156,5.2,1,2,12114.94
2016,3,12,8926,4.4,2,1,25208.03
2013,1,7,168955,1.6,1,2,5489.33
2003,4,15,252765,2.0,2,1,5000.0
2013,4,4,65729,1.7,3,2,20014.42
2001,1,7,215656,2.7,2,2,5000.0
2021,1,7,32835,5.8,3,1,36326.34
2006,1,17,232518,5.5,2,1,5000.0
2018,1,7,230208,4.5,4,1,12402.91
2004,5,3,49840,4.1,4,1,24679.87
2003,4,15,95278,5.1,2,1,6836.27
2002,1,18,4252,2.6,1,2,5000.0
2001,1,9,225949,5.2,1,1,5000.0
2001,3,12,233140,2.8,3,2,5000.0
2006,2,20,221868,1.6,3,2,10218.98
2003,2,1,131360,4.5,2,2,12548.41
2012,4,4,94043,4.4,3,1,13944.94
2009,2,2,147262,4.5,2,2,21610.47
2013,1,17,100370,4.0,3,2,24839.55
2012,1,7,213282,1.3,2,1,5000.0
2000,5,3,91688,2.7,1,2,8651.48
2016,4,6,290769,4.2,3,1,11418.36
2014,5,3,182962,5.0,4,2,27969.22
2006,1,18,110550,6.0,1,1,10032.28
2020,5,5,78400,2.4,2,1,28257.45
2019,3,16,295809,5.4,1,1,8299.43
2010,5,3,273915,5.5,3,1,19417.26
2004,4,8,280670,5.1,2,2,5000.0
2002,5,5,238220,2.5,2,1,5000.0
2011,3,11,48169,4.8,1,1,12940.21
2020,1,17,126345,5.7,1,1,19153.44
2016,1,9,58249,4.9,3,2,31828.46
2002,4,15,48479,2.1,1,1,5000.0
2012,5,14,199892,3.2,2,1,18373.81
2015,2,19,287170,5.3,4,1,22898.76
2010,2,19,26366,2.2,2,1,15687.02
2006,5,10,219727,3.3,1,2,7646.26
2022,2,2,81743,2.2,4,1,28001.35
2011,5,3,268307,4.7,4,1,19904.28
2014,5,3,18601,2.3,1,1,27768.65
2000,1,17,239399,4.2,4,1,5000.0
2023,1,17,156749,3.6,2,2,24015.23
2017,2,20,243268,5.7,3,1,30910.12
2010,5,3,30918,1.4,4,1,21279.7
2003,1,17,146796,2.8,1,2,5000.0
2001,4,4,69445,4.7,2,1,5000.0
2005,4,6,143700,3.9,2,1,5000.0
2019,3,13,238254,5.4,3,2,23027.68
2013,4,15,8111,4.6,1,2,22162.34
2004,3,16,171681,2.1,3,1,5000.0
2021,5,14,265861,5.5,3,1,30723.95
2012,4,6,153633,5.0,4,1,17577.72
2018,4,15,128225,5.0,2,1,14705.5
2007,1,7,154194,2.0,1,2,5000.0
2002,3,16,40226,2.5,4,2,9254.19
2004,5,5,208573,2.9,4,2,6934.66
2012,5,3,277135,4.7,2,2,17652.63
2000,5,14,178250,3.5,2,2,10916.85
2012,5,10,240793,5.8,2,2,17998.02
2007,2,20,75678,2.5,4,2,15355.27
2003,4,4,9733,5.7,3,1,15054.56
2008,5,5,62675,4.6,4,1,25743.5
2021,5,3,110162,1.6,2,1,27318.83
2003,2,2,142617,5.2,3,1,19794.86
2020,4,15,58177,5.3,3,1,27461.16
2003,4,4,125207,3.0,3,2,7528.05
2008,2,1,39848,3.6,3,2,28433.37
2015,4,4,106713,2.9,1,2,15775.65
2003,5,3,260641,2.6,2,1,6799.6
2018,3,16,25993,1.6,1,2,22610.01
2021,1,9,22918,4.0,3,1,29646.24
2010,2,1,131766,1.1,2,2,12968.64
2007,3,16,105326,5.3,3,1,13952.49
2009,3,12,181978,2.5,1,2,6129.39
2023,2,20,86904,2.7,4,1,36000.02
2014,2,19,53143,4.1,3,1,27375.04
2005,2,1,172251,2.1,2,2,9868.17
2003,3,13,50678,4.6,4,1,11564.92
2007,1,18,107064,2.1,4,2,12590.9
2020,2,2,100367,3.0,4,1,35267.44
2017,2,2,82108,5.0,4,2,33139.12
2022,1,7,130921,6.0,2,2,29010.21
2016,2,1,4605,1.3,2,2,23488.3
2015,4,8,113216,5.2,1,2,18487.81
2009,5,5,59001,3.7,1,1,16341.12
2014,2,20,193713,4.3,1,2,19026.88
2015,2,20,195411,1.1,1,2,20181.87
2002,1,18,60337,2.4,2,2,5000.0
2021,4,6,299373,5.1,3,2,16880.25
2002,2,20,256222,4.8,2,1,6247.4
2002,3,16,232472,1.1,4,2,5000.0
2009,4,15,166992,2.1,3,1,10492.43
2021,4,15,132070,5.7,4,2,25971.8
2012,4,8,252546,2.8,3,1,5000.0
2017,1,17,266455,2.9,4,1,10614.27
2019,4,6,278446,5.4,4,2,14713.12
2010,1,18,298572,3.2,2,2,5000.0
2002,5,10,586,2.9,3,1,17540.86
2016,4,8,203776,1.4,2,1,5000.0
2008,3,12,13227,2.5,3,2,18039.17
2013,1,9,3709,2.5,2,2,21484.58
2017,1,17,149500,1.2,1,2,7658.46
2000,5,14,169266,2.0,2,2,5000.0
2015,4,15,68723,1.8,2,1,8379.81
2020,1,17,175938,4.9,2,2,18404.99
2006,5,5,115430,4.3,3,2,23664.02
2004,3,13,99230,2.8,3,1,5000.0
2009,4,4,227266,1.2,3,1,5000.0
2011,3,13,47252,1.9,3,2,16694.7
2015,5,5,108606,1.8,3,2,24945.72
2021,1,17,262424,1.4,3,1,14572.18
2001,5,3,190971,6.0,1,1,11103.53
2002,5,10,216584,5.5,2,1,10622.26
2015,5,14,45781,5.2,4,1,31602.35
2010,5,14,261193,2.4,2,2,10660.88
2014,2,2,18489,4.6,4,2,34541.13
2008,5,10,259079,5.3,3,2,16969.52
2013,1,7,112626,2.4,2,2,7859.61
2009,4,8,5950,2.5,1,2,12620.13
2021,5,10,117505,2.6,1,2,30507.41
2008,1,18,272671,2.5,4,1,5000.0
2021,1,7,158775,3.9,3,2,28215.2
2002,2,19,267794,2.6,4,2,8516.13
2013,5,3,293366,2.2,2,1,14690.0
2015,1,7,131603,5.4,3,2,19023.68
2019,4,15,235949,1.8,1,1,9690.45
2020,3,13,122008,3.0,3,1,26161.94
2018,3,16,25524,5.3,1,2,31206.78
2017,4,6,109530,3.8,1,2,14529.51
2020,1,18,283952,3.2,4,1,7901.98
2003,1,7,267572,1.3,1,2,5000.0
2014,5,10,23898,2.8,4,1,30612.57
2019,2,19,238222,2.7,1,2,20486.05
2009,4,4,38054,1.6,4,1,12198.53
2015,1,18,20479,2.9,1,1,19510.88
2014,5,10,101409,3.0,2,2,19506.35
2004,1,9,103003,2.6,3,2,12717.63
2019,5,3,142333,2.8,1,2,25498.36
2020,4,6,138936,4.9,4,1,21190.11
2015,1,17,146275,3.4,1,1,9564.01
2020,3,16,8672,2.5,2,1,23102.99
2018,4,15,241124,2.8,3,2,16066.42
2011,4,8,99238,5.2,2,1,17530.99
2003,5,10,291076,1.1,3,1,5000.0
2019,3,16,56895,2.5,1,1,22740.35
2009,2,1,254487,5.7,1,2,13581.27
2009,3,13,224176,4.5,4,2,10583.31
2009,2,19,85004,2.9,3,1,27014.83
2018,3,16,239417,4.2,4,2,17647.58
2019,3,12,106834,1.1,1,1,8256.04
2011,1,17,95656,5.4,1,1,10515.41
2011,2,19,283255,5.2,1,2,20562.94
2002,5,5,18469,4.0,2,1,16678.86
2023,1,18,264049,3.6,2,2,17889.87
2015,3,12,23010,3.9,4,2,27653.09
2001,5,14,67679,1.1,4,1,11504.93
2001,5,10,172002,2.3,2,2,8693.18
2023,4,4,41887,2.0,1,2,20318.95
2004,4,6,212457,5.5,1,2,6385.85
2005,3,16,141344,3.4,1,1,5163.46
2021,2,19,186560,5.7,4,2,38923.46
2008,1,18,104336,2.7,1,1,9331.06
2002,1,17,241255,2.9,4,2,5000.0
2002,2,1,224704,2.2,3,1,5000.0
2020,1,9,145296,3.7,2,1,21910.29
2013,2,19,170619,1.6,3,1,22307.43
2018,1,9,216950,3.3,4,1,18432.75
2012,4,15,161479,2.8,3,1,8506.32
2015,1,7,122442,5.9,4,2,19554.79
2023,3,13,178552,3.2,4,2,22883.44
2000,2,20,52025,5.7,3,2,19121.94
2006,5,5,214631,1.5,3,1,10143.8
2023,2,2,283519,4.6,4,1,25603.67
2023,1,7,107594,3.5,3,1,29990.13
2009,2,2,162135,5.8,1,2,18706.24
2000,2,1,149710,4.1,4,2,7773.86
2012,1,9,258724,3.6,4,2,5000.0
2002,2,2,274249,5.6,4,2,13745.34
2017,2,19,136563,2.5,2,1,22490.96
2002,5,14,210744,3.1,3,2,12538.58
2005,5,14,57663,5.1,1,1,21584.0
2023,5,3,191000,3.5,4,2,34706.42
2016,3,11,245326,4.1,2,2,8939.99
2006,5,5,240387,4.2,3,1,12216.91
2009,1,18,182045,5.6,4,1,7887.47
2008,5,14,174358,5.5,4,1,15665.64
2010,2,20,46307,1.4,2,1,21253.91
2015,3,13,104545,4.5,3,1,21941.09
2003,1,7,114996,3.1,2,2,6129.78
2021,5,10,50175,5.8,4,1,37807.34
2003,4,6,159128,2.5,4,1,5000.0
2016,4,4,172734,3.2,1,1,7591.38
2010,5,3,183829,1.3,4,1,12359.64
2013,5,14,156630,1.1,1,2,15397.93
2010,3,11,275175,2.2,3,1,5000.0
2001,5,14,288460,5.9,2,2,8394.54
2006,1,17,143863,1.5,2,2,5000.0
2015,4,6,236270,1.9,1,1,5482.33
2000,5,14,298927,5.2,3,1,10637.06
2013,4,15,95373,4.6,4,1,14543.73
2019,4,6,54809,2.7,4,2,25271.7
2010,4,6,187028,1.1,2,1,5000.0
2008,5,10,20451,1.6,3,1,22193.4
2001,1,17,180337,2.2,2,2,5000.0
2023,2,20,5625,3.3,3,1,40731.34
2019,3,13,257162,5.2,1,1,14034.17
2001,4,4,150493,2.6,4,1,5000.0
2022,5,5,166674,1.1,1,1,25611.7
2003,4,6,67642,2.9,2,1,5000.0
2004,5,14,142751,1.4,4,2,11764.04
2005,5,5,135180,5.6,3,1,24663.81
2008,4,4,86228,4.8,3,2,16333.57
2000,4,8,293637,4.2,3,1,5000.0
2019,2,20,102239,5.7,1,2,37095.43
2017,3,11,248487,1.2,1,2,5000.0
2000,3,16,291267,2.7,2,2,5000.0
2014,1,7,29785,5.5,1,2,24216.12
2010,4,4,249525,5.3,4,2,11489.35
2004,2,19,264833,1.5,3,2,6092.89
2019,2,19,140975,5.9,4,2,35710.29
2006,2,20,222924,2.0,4,2,9759.85
2015,3,16,60401,2.7,2,1,18180.47
2014,2,2,85965,5.8,4,2,31759.05
2013,3,13,272104,3.7,2,1,5000.0
2018,2,20,55323,1.1,1,1,21957.08
2006,3,12,201866,4.3,4,1,6203.88
2008,2,2,206344,5.2,4,1,17773.88
2005,3,11,298149,1.1,3,1,5000.0
2022,5,10,136597,2.1,3,2,33460.94
2013,1,9,190800,5.7,3,1,17420.77
2005,5,14,61648,1.5,2,2,18629.4
2023,4,6,61888,5.0,2,2,33027.58
2019,1,17,61311,4.4,1,2,23461.67
2017,3,11,56691,3.5,1,2,25010.02
2007,2,1,139028,1.8,1,2,13072.18
2007,3,12,235828,2.5,1,2,5000.0
2004,5,3,213053,5.3,4,2,17172.64
2019,4,15,83086,5.6,2,1,26019.9
2004,3,12,61942,1.9,2,2,5000.0
2015,4,8,278359,3.4,4,1,6816.02
2019,4,4,86637,4.1,4,2,22723.37
2015,5,3,29770,5.9,2,2,35269.95
2000,5,3,211506,4.6,4,2,7684.66
2001,3,11,268446,5.8,1,2,5000.0
2016,1,7,205671,5.1,4,2,17011.41
2017,3,12,173399,3.2,1,2,15767.48
2019,3,11,257356,3.3,2,1,6679.11
2015,3,13,165795,1.6,4,1,13497.65
2010,5,14,146879,3.2,3,2,18919.72
2020,1,7,57574,4.8,3,1,26151.71
2014,3,11,174752,2.4,2,2,5004.07
2010,2,1,284608,1.0,3,2,15795.77
2014,3,12,171859,2.7,3,1,11548.46
2004,2,20,60804,5.4,4,1,26036.16
2023,2,1,271750,3.7,4,2,26861.19
2016,1,18,155273,4.4,2,2,18572.4
2010,4,4,120533,5.5,2,2,9060.56
2002,5,5,191873,2.2,4,1,5772.34
2010,5,3,75297,2.9,4,2,22719.35
2016,2,2,106180,4.8,3,2,31480.29
2023,3,11,173001,3.7,3,2,22564.9
2013,4,8,225180,1.9,4,2,12409.55
2008,1,17,265302,4.2,2,1,5000.0
2000,3,16,163191,3.6,4,2,5000.0
2021,3,12,60240,1.1,1,2,18525.06
2021,3,11,219756,3.8,4,2,17914.39
2008,4,4,5142,5.8,2,2,14598.79
2004,4,8,202357,1.2,1,1,5000.0
2011,3,12,115003,3.8,2,1,11086.33
2013,4,15,165066,2.6,3,1,7450.93
2016,3,12,298875,2.1,3,2,12178.56
2011,5,10,85376,2.3,3,2,26307.22
2016,4,6,172227,3.4,4,2,16474.01
2008,5,5,86052,4.3,2,2,19927.55
2016,2,2,177082,2.2,3,1,26193.61
2019,3,13,896,5.0,2,2,23416.69
2009,3,13,119253,5.4,2,1,15470.49
2006,3,12,157690,4.0,4,2,9254.92
2015,1,18,190125,4.6,3,1,14251.02
2014,5,14,59533,5.3,2,1,25809.02
2022,4,4,76934,1.1,2,1,21588.82
2015,5,3,213853,2.0,4,1,16447.09
2016,1,7,289910,1.5,2,1,6196.16
2008,3,13,225156,2.1,4,2,5000.0
2015,2,1,133192,1.7,4,2,25099.14
2004,4,6,64952,2.6,1,1,5000.0
2022,4,8,33693,3.5,4,2,24661.92
2020,5,10,108150,4.4,2,2,30868.75
2002,2,1,74903,5.3,4,2,19229.67
2004,5,14,41226,3.5,1,2,22801.88
2013,5,5,246754,2.8,2,2,15546.5
2006,4,8,287467,4.9,1,2,5393.55
2012,1,9,150045,2.6,4,2,13095.58
2009,5,3,89030,3.2,1,2,20771.82
2012,5,10,52035,3.4,3,1,28795.24
2000,5,10,280804,2.0,4,1,5000.0
2008,4,8,162161,5.5,2,1,6136.74
2006,5,5,202293,2.4,3,2,14248.33
2011,5,3,209786,3.8,3,1,20754.13
2010,2,19,511,2.1,3,1,22619.81
2013,2,20,254720,3.3,4,1,15870.47
2022,2,20,118250,2.2,3,2,38316.94
2016,4,8,88115,2.8,2,2,18085.95
2019,5,3,188525,2.9,1,1,18945.14
2012,4,6,292421,4.9,4,1,5000.0
2015,2,2,208315,2.4,1,2,19946.36
2004,1,9,86644,2.8,1,2,5415.57
2021,1,18,238331,3.8,1,1,17657.33
2000,1,17,62432,6.0,1,2,8671.24
2012,2,19,189942,2.1,4,1,20781.23
2005,4,4,96040,2.1,1,2,7706.16
2017,5,14,172147,3.8,2,2,22364.22
2023,2,2,113763,1.2,4,1,31304.48
